==> 1351[0.001].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1702857480,2,0,0,13149052862464,5231,6,6,1
0,0,0,1702857480,2,0,0,13149052862464,2854912,2,2,1
0,0,0,1702857498,7,0,0,13149052862464,1859584,4,4,1
0,0,0,1702862307,0,0,0,13149052862464,237568,305,305,1
0,0,0,1702857479,0,0,0,13149052862464,2142208,2,2,1
0,0,0,1702857951,1,0,0,13149052862464,791196,4,4,1
0,0,0,1702857489,2,0,0,13149052862464,684032,4,4,1
0,0,0,1702857553,1,0,0,13149052862464,8388608,3,3,1
0,0,0,1702857482,0,0,0,13149052862464,2113536,5,5,1

==> block_traces_5[0.4,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1702857480,2,0,0,2844165,1,6,6,1
0,0,0,1702857480,2,0,0,2844165,1,2,2,1
0,0,0,1702857498,7,0,0,2844165,1,4,4,1
0,0,0,1702862307,0,0,0,2844165,1,305,305,1
0,0,0,1702857479,0,0,0,2844165,1,2,2,1
0,0,0,1702857951,1,0,0,2844165,1,4,4,1
0,0,0,1702857489,2,0,0,2844165,1,4,4,1
0,0,0,1702857553,1,0,0,2844165,1,3,3,1
0,0,0,1702857482,0,0,0,2844165,1,5,5,1

==> cluster50[0.001].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1,1,0,0,43347400,14,2,2,1
0,0,0,1,1,0,0,43347400,14,2,2,1
0,0,0,0,0,0,0,43347400,23,2,2,1
0,0,0,1,1,0,0,43347400,23798,2,2,1
0,0,0,1,1,0,0,43347400,13,2,2,1
0,0,0,1,1,0,0,43347400,13,2,2,1
0,0,0,1,1,0,0,43347400,12,2,2,1
0,0,0,1,1,0,0,43347400,23,2,2,1
0,0,0,1,1,0,0,43347400,23,2,2,1

==> cluster50[0.001,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,0,0,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1
0,0,0,1,1,0,0,2660,1,2,2,1

==> cluster50[0.01].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1,1,0,0,433473984,14,2,2,1
0,0,0,1,1,0,0,433473984,14,2,2,1
0,0,0,0,0,0,0,433473984,23,2,2,1
0,0,0,1,1,0,0,433473984,23798,2,2,1
0,0,0,1,1,0,0,433473984,13,2,2,1
0,0,0,1,1,0,0,433473984,13,2,2,1
0,0,0,1,1,0,0,433473984,12,2,2,1
0,0,0,1,1,0,0,433473984,23,2,2,1
0,0,0,1,1,0,0,433473984,23,2,2,1

==> cluster50[0.01,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1,1,0,0,26609,1,2,2,1
0,0,0,1,1,0,0,26609,1,2,2,1
0,0,0,0,0,0,0,26609,1,2,2,1
0,0,0,148,147,0,0,26609,1,3,3,1
0,0,0,1,1,0,0,26609,1,2,2,0
0,0,0,1,1,0,0,26609,1,2,2,0
0,0,0,1,1,0,0,26609,1,2,2,1
0,0,0,1,1,0,0,26609,1,2,2,1
0,0,0,1,1,0,0,26609,1,2,2,1

==> cluster50[0.1].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,342,0,0,0,4334739968,14,4,4,0
0,0,0,617,0,0,0,4334739968,14,4,4,0
0,0,0,961,89,0,0,4334739968,111101,5,5,1
0,0,0,964,964,0,0,4334739968,60731,2,2,0
0,0,0,1176,1176,0,0,4334739968,23,3,3,1
0,0,0,1315,818,0,0,4334739968,23798,6,6,1
0,0,0,221,220,0,0,4334739968,13,3,3,1
0,0,0,1366,0,0,0,4334739968,13,8,8,0
0,0,0,1,1,0,0,4334739968,12,2,2,1

==> cluster50[0.1,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,3543,1,0,0,266098,1,15,15,1
0,0,0,1716,116,0,0,266098,1,6,6,0
0,0,0,3151,1,0,0,266098,1,7,7,0
0,0,0,3479,0,0,0,266098,1,8,8,0
0,0,0,1176,1176,0,0,266098,1,3,3,1
0,0,0,2108,351,0,0,266098,1,5,5,1
0,0,0,1315,818,0,0,266098,1,6,6,1
0,0,0,2826,1,0,0,266098,1,5,5,1
0,0,0,3727,100,0,0,266098,1,15,15,0

==> cluster50[0.2].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,3543,1,0,0,8669479936,14,15,15,1
0,0,0,6886,71,0,0,8669479936,14,9,9,0
0,0,0,4574,1423,0,0,8669479936,111101,8,8,1
0,0,0,4829,512,0,0,8669479936,60731,10,10,1
0,0,0,1176,1176,0,0,8669479936,23,3,3,1
0,0,0,2108,351,0,0,8669479936,67457,5,5,1
0,0,0,1315,818,0,0,8669479936,23798,6,6,0
0,0,0,2826,1,0,0,8669479936,13,5,5,1
0,0,0,6118,0,0,0,8669479936,13,19,19,1

==> cluster50[0.2,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,3543,1,0,0,532197,1,15,15,1
0,0,0,9995,1,0,0,532197,1,21,21,1
0,0,0,4574,1423,0,0,532197,1,8,8,1
0,0,0,4829,512,0,0,532197,1,10,10,0
0,0,0,1176,1176,0,0,532197,1,3,3,1
0,0,0,11133,1,0,0,532197,1,7,7,1
0,0,0,10104,8789,0,0,532197,1,7,7,1
0,0,0,2826,1,0,0,532197,1,5,5,1
0,0,0,11460,496,0,0,532197,1,22,22,0

==> cluster50[0.4].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,3543,1,0,0,17338959872,14,15,15,1
0,0,0,9995,1,0,0,17338959872,14,21,21,0
0,0,0,4574,1423,0,0,17338959872,111101,8,8,0
0,0,0,27707,600,0,0,17338959872,60731,28,28,0
0,0,0,1176,1176,0,0,17338959872,23,3,3,1
0,0,0,11133,1,0,0,17338959872,67457,7,7,0
0,0,0,10104,8789,0,0,17338959872,23798,7,7,0
0,0,0,2826,1,0,0,17338959872,13,5,5,0
0,0,0,18486,0,0,0,17338959872,13,26,26,0

==> cluster50[0.4,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,44732,86,0,0,1064395,1,24,24,1
0,0,0,47787,236,0,0,1064395,1,39,39,0
0,0,0,48837,1,0,0,1064395,1,70,70,0
0,0,0,48715,402,0,0,1064395,1,56,56,0
0,0,0,1176,1176,0,0,1064395,1,3,3,0
0,0,0,43652,967,0,0,1064395,1,16,16,0
0,0,0,48096,276,0,0,1064395,1,43,43,1
0,0,0,47084,0,0,0,1064395,1,17,17,0
0,0,0,41230,1,0,0,1064395,1,28,28,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.001].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,314,312,0,0,61068004,4096,2,2,1
0,0,0,279,277,0,0,61068004,4096,2,2,1
0,0,0,279,277,0,0,61068004,4096,2,2,1
0,0,0,279,277,0,0,61068004,4096,2,2,1
0,0,0,279,277,0,0,61068004,4096,2,2,1
0,0,0,388,386,0,0,61068004,4096,2,2,1
0,0,0,279,144,0,0,61068004,4096,2,2,1
0,0,0,279,144,0,0,61068004,4096,2,2,1
0,0,0,279,144,0,0,61068004,4096,2,2,1

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.001,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,314,312,0,0,14909,1,2,2,1
0,0,0,279,277,0,0,14909,1,2,2,1
0,0,0,279,277,0,0,14909,1,2,2,1
0,0,0,279,277,0,0,14909,1,2,2,1
0,0,0,279,277,0,0,14909,1,2,2,1
0,0,0,388,386,0,0,14909,1,2,2,1
0,0,0,279,144,0,0,14909,1,2,2,1
0,0,0,279,144,0,0,14909,1,2,2,1
0,0,0,279,144,0,0,14909,1,2,2,1

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.01].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,565,563,0,0,610680000,4096,2,2,0
0,0,0,565,563,0,0,610680000,4096,2,2,0
0,0,0,565,563,0,0,610680000,4096,2,2,0
0,0,0,565,563,0,0,610680000,4096,2,2,0
0,0,0,663,98,0,0,610680000,4096,3,3,1
0,0,0,741,79,0,0,610680000,4096,4,4,0
0,0,0,663,661,0,0,610680000,4096,2,2,1
0,0,0,663,661,0,0,610680000,4096,2,2,1
0,0,0,314,312,0,0,610680000,4096,2,2,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.01,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,565,563,0,0,149091,1,2,2,0
0,0,0,565,563,0,0,149091,1,2,2,0
0,0,0,565,563,0,0,149091,1,2,2,0
0,0,0,565,563,0,0,149091,1,2,2,0
0,0,0,663,98,0,0,149091,1,3,3,1
0,0,0,741,79,0,0,149091,1,4,4,0
0,0,0,663,661,0,0,149091,1,2,2,1
0,0,0,663,661,0,0,149091,1,2,2,1
0,0,0,314,312,0,0,149091,1,2,2,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.1].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0
0,0,0,5963,5963,0,0,6106800128,4096,2,2,1
0,0,0,24577,1764,0,0,6106800128,4096,8,8,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.1,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,24577,1764,0,0,1490918,1,8,8,0
0,0,0,5963,5963,0,0,1490918,1,2,2,1
0,0,0,24577,1764,0,0,1490918,1,8,8,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.2].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,104434,659,0,0,12213600256,4096,51,51,0
0,0,0,104434,659,0,0,12213600256,4096,51,51,0
0,0,0,104434,659,0,0,12213600256,4096,51,51,0
0,0,0,104434,659,0,0,12213600256,4096,51,51,0
0,0,0,104434,658,0,0,12213600256,4096,51,51,0
0,0,0,104434,658,0,0,12213600256,4096,51,51,0
0,0,0,104434,658,0,0,12213600256,4096,51,51,0
0,0,0,5963,5963,0,0,12213600256,4096,2,2,0
0,0,0,104434,658,0,0,12213600256,4096,51,51,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.2,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,104434,659,0,0,2981836,1,51,51,0
0,0,0,104434,659,0,0,2981836,1,51,51,0
0,0,0,104434,659,0,0,2981836,1,51,51,0
0,0,0,104434,659,0,0,2981836,1,51,51,0
0,0,0,104434,658,0,0,2981836,1,51,51,0
0,0,0,104434,658,0,0,2981836,1,51,51,0
0,0,0,104434,658,0,0,2981836,1,51,51,0
0,0,0,5963,5963,0,0,2981836,1,2,2,0
0,0,0,104434,658,0,0,2981836,1,51,51,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.4].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,250235,0,0,0,24427200512,4096,6,6,0
0,0,0,250235,0,0,0,24427200512,4096,6,6,0
0,0,0,288590,0,0,0,24427200512,4096,3,3,0
0,0,0,288590,0,0,0,24427200512,4096,3,3,0
0,0,0,384007,2419,0,0,24427200512,4096,222,222,0
0,0,0,384007,2419,0,0,24427200512,4096,222,222,0
0,0,0,384007,2419,0,0,24427200512,4096,223,223,0
0,0,0,384007,2419,0,0,24427200512,4096,223,223,0
0,0,0,384007,2419,0,0,24427200512,4096,223,223,0

==> fiu_cheetah.cs.fiu.edu-110108-113008[0.4,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,250235,0,0,0,5963672,1,6,6,0
0,0,0,250235,0,0,0,5963672,1,6,6,0
0,0,0,288590,0,0,0,5963672,1,3,3,0
0,0,0,288590,0,0,0,5963672,1,3,3,0
0,0,0,384007,2419,0,0,5963672,1,222,222,0
0,0,0,384007,2419,0,0,5963672,1,222,222,0
0,0,0,384007,2419,0,0,5963672,1,223,223,0
0,0,0,384007,2419,0,0,5963672,1,223,223,0
0,0,0,384007,2419,0,0,5963672,1,223,223,0

==> meta_kvcache_traces_1[0.001].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,25,0,0,0,16135406,104,18,18,1
0,0,0,21,9,0,0,16135406,81,7,7,1
0,0,0,28,0,0,0,16135406,169,200,200,1
0,0,0,25,8,0,0,16135406,639,19,19,0
0,0,0,17,0,0,0,16135406,131,5,5,1
0,0,0,11,10,0,0,16135406,171,3,3,1
0,0,0,22,2,0,0,16135406,178,14,14,0
0,0,0,0,0,0,0,16135406,3694,2,2,1
0,0,0,0,0,0,0,16135406,1000,2,2,0

==> meta_kvcache_traces_1[0.001,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,25,0,0,0,17112,1,18,18,1
0,0,0,21,9,0,0,17112,1,7,7,1
0,0,0,25,0,0,0,17112,1,192,192,0
0,0,0,25,8,0,0,17112,1,19,19,0
0,0,0,17,0,0,0,17112,1,5,5,1
0,0,0,11,10,0,0,17112,1,3,3,1
0,0,0,22,2,0,0,17112,1,14,14,0
0,0,0,0,0,0,0,17112,1,2,2,1
0,0,0,0,0,0,0,17112,1,2,2,0

==> meta_kvcache_traces_1[0.01].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,225,18,0,0,161354048,208,5,5,1
0,0,0,270,1,0,0,161354048,104,51,51,0
0,0,0,233,39,0,0,161354048,81,19,19,0
0,0,0,241,0,0,0,161354048,169,565,565,0
0,0,0,260,4,0,0,161354048,639,74,74,0
0,0,0,263,0,0,0,161354048,131,24,24,0
0,0,0,262,36,0,0,161354048,171,13,13,0
0,0,0,283,23,0,0,161354048,178,65,65,0
0,0,0,246,246,0,0,161354048,162,2,2,1

==> meta_kvcache_traces_1[0.01,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,225,18,0,0,171120,1,5,5,1
0,0,0,232,3,0,0,171120,1,47,47,0
0,0,0,194,0,0,0,171120,1,18,18,0
0,0,0,220,0,0,0,171120,1,554,554,0
0,0,0,230,5,0,0,171120,1,70,70,0
0,0,0,212,6,0,0,171120,1,22,22,0
0,0,0,226,1,0,0,171120,1,12,12,0
0,0,0,196,2,0,0,171120,1,62,62,0
0,0,0,0,0,0,0,171120,1,2,2,1

==> meta_kvcache_traces_1[0.1].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1854,49,0,0,1613540608,208,22,22,0
0,0,0,4513,0,0,0,1613540608,104,924,924,0
0,0,0,4304,1474,0,0,1613540608,81,41,41,0
0,0,0,4515,0,0,0,1613540608,169,8168,8168,0
0,0,0,4465,33,0,0,1613540608,109,142,142,0
0,0,0,4517,26,0,0,1613540608,639,723,723,0
0,0,0,4501,4,0,0,1613540608,131,390,390,0
0,0,0,2756,2756,0,0,1613540608,305,2,2,1
0,0,0,2101,30,0,0,1613540608,171,41,41,1

==> meta_kvcache_traces_1[0.1,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,1854,49,0,0,1711209,1,22,22,1
0,0,0,4082,0,0,0,1711209,1,830,830,0
0,0,0,2830,56,0,0,1711209,1,40,40,0
0,0,0,4066,0,0,0,1711209,1,7415,7415,0
0,0,0,4021,25,0,0,1711209,1,132,132,0
0,0,0,4058,2,0,0,1711209,1,666,666,0
0,0,0,4075,0,0,0,1711209,1,352,352,0
0,0,0,2756,2756,0,0,1711209,1,2,2,1
0,0,0,2101,30,0,0,1711209,1,41,41,1

==> meta_kvcache_traces_1[0.2].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,7280,0,0,0,3227081216,211,26,26,1
0,0,0,10807,4,0,0,3227081216,104,1964,1964,0
0,0,0,9645,1125,0,0,3227081216,81,46,46,0
0,0,0,10891,0,0,0,3227081216,169,16868,16868,0
0,0,0,10795,13,0,0,3227081216,109,370,370,0
0,0,0,10888,43,0,0,3227081216,639,1127,1127,0
0,0,0,10839,6,0,0,3227081216,131,1026,1026,0
0,0,0,2756,2756,0,0,3227081216,305,2,2,1
0,0,0,2101,30,0,0,3227081216,171,41,41,1

==> meta_kvcache_traces_1[0.2,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,7280,0,0,0,3422419,1,26,26,1
0,0,0,10035,5,0,0,3422419,1,1902,1902,0
0,0,0,9645,1125,0,0,3422419,1,46,46,0
0,0,0,10033,0,0,0,3422419,1,15924,15924,0
0,0,0,9935,4,0,0,3422419,1,346,346,0
0,0,0,10024,0,0,0,3422419,1,1080,1080,0
0,0,0,10035,0,0,0,3422419,1,929,929,0
0,0,0,2756,2756,0,0,3422419,1,2,2,1
0,0,0,2101,30,0,0,3422419,1,41,41,1

==> meta_kvcache_traces_1[0.4].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,7280,0,0,0,6454162432,211,26,26,1
0,0,0,26153,1,0,0,6454162432,104,3680,3680,0
0,0,0,25639,599,0,0,6454162432,81,84,84,0
0,0,0,26153,0,0,0,6454162432,169,33363,33363,0
0,0,0,26140,177,0,0,6454162432,109,762,762,0
0,0,0,26170,17,0,0,6454162432,635,1659,1659,0
0,0,0,26151,15,0,0,6454162432,131,2743,2743,0
0,0,0,2756,2756,0,0,6454162432,305,2,2,1
0,0,0,2101,30,0,0,6454162432,171,41,41,1

==> meta_kvcache_traces_1[0.4,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,7280,0,0,0,6844838,1,26,26,1
0,0,0,24518,0,0,0,6844838,1,3480,3480,0
0,0,0,24034,1692,0,0,6844838,1,81,81,0
0,0,0,24509,0,0,0,6844838,1,31357,31357,0
0,0,0,24422,29,0,0,6844838,1,741,741,0
0,0,0,24491,101,0,0,6844838,1,1594,1594,0
0,0,0,24498,0,0,0,6844838,1,2577,2577,0
0,0,0,2756,2756,0,0,6844838,1,2,2,1
0,0,0,2101,30,0,0,6844838,1,41,41,1

==> meta_rnha[0.001].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,6,0,0,0,764690104320,8892372,3,3,1
0,0,0,111,1,0,0,764690104320,110557540,30,30,1
0,0,0,17,11,0,0,764690104320,42605526,2,2,1
0,0,0,7,0,0,0,764690104320,52428800,5,5,1
0,0,0,282,5,0,0,764690104320,305378272,55,55,1
0,0,0,191,183,0,0,764690104320,2088203,2,2,1
0,0,0,8,0,0,0,764690104320,10485760,3,3,1
0,0,0,8,0,0,0,764690104320,2017424,2,2,1
0,0,0,9,0,0,0,764690104320,170859,2,2,1

==> meta_rnha[0.001,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,6,0,0,0,35040,1,3,3,1
0,0,0,111,1,0,0,35040,1,30,30,1
0,0,0,17,11,0,0,35040,1,2,2,1
0,0,0,7,0,0,0,35040,1,5,5,1
0,0,0,282,5,0,0,35040,1,55,55,1
0,0,0,191,183,0,0,35040,1,2,2,1
0,0,0,8,0,0,0,35040,1,3,3,1
0,0,0,8,0,0,0,35040,1,2,2,1
0,0,0,9,0,0,0,35040,1,2,2,1

==> meta_rnha[0.01].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,6,0,0,0,7646900387840,8892372,3,3,1
0,0,0,946,942,0,0,7646900387840,11129278,2,2,1
0,0,0,5872,5,0,0,7646900387840,110557540,34,34,1
0,0,0,17,11,0,0,7646900387840,42605526,2,2,0
0,0,0,6416,916,0,0,7646900387840,634637,4,4,1
0,0,0,2123,2117,0,0,7646900387840,35443,2,2,1
0,0,0,3444,1,0,0,7646900387840,127492,3,3,1
0,0,0,7,0,0,0,7646900387840,52428800,5,5,1
0,0,0,6231,6224,0,0,7646900387840,420317,2,2,1

==> meta_rnha[0.01,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,6,0,0,0,350402,1,3,3,1
0,0,0,946,942,0,0,350402,1,2,2,1
0,0,0,111,1,0,0,350402,1,30,30,0
0,0,0,17,11,0,0,350402,1,2,2,0
0,0,0,4691,4685,0,0,350402,1,2,2,0
0,0,0,2123,2117,0,0,350402,1,2,2,1
0,0,0,3444,1,0,0,350402,1,3,3,1
0,0,0,7,0,0,0,350402,1,5,5,1
0,0,0,282,5,0,0,350402,1,55,55,1

==> meta_rnha[0.1].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,6,0,0,0,76469007024128,8892372,3,3,0
0,0,0,36032,13969,0,0,76469007024128,11129278,5,5,1
0,0,0,56598,5,0,0,76469007024128,110557540,219,219,0
0,0,0,62706,2,0,0,76469007024128,42605526,103,103,0
0,0,0,28857,28851,0,0,76469007024128,25528,2,2,1
0,0,0,62091,0,0,0,76469007024128,634637,16,16,0
0,0,0,56247,54124,0,0,76469007024128,35443,3,3,1
0,0,0,3444,1,0,0,76469007024128,127492,3,3,1
0,0,0,7,0,0,0,76469007024128,52428800,5,5,1

==> meta_rnha[0.1,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,6,0,0,0,3504028,1,3,3,0
0,0,0,36032,13969,0,0,3504028,1,5,5,1
0,0,0,34066,6389,0,0,3504028,1,79,79,0
0,0,0,41660,1,0,0,3504028,1,32,32,0
0,0,0,28857,28851,0,0,3504028,1,2,2,1
0,0,0,26072,10626,0,0,3504028,1,8,8,0
0,0,0,2123,2117,0,0,3504028,1,2,2,0
0,0,0,3444,1,0,0,3504028,1,3,3,1
0,0,0,7,0,0,0,3504028,1,5,5,1

==> meta_rnha[0.2].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,75105,75099,0,0,152938014048256,8892372,4,4,1
0,0,0,36032,13969,0,0,152938014048256,11129278,5,5,1
0,0,0,148809,4545,0,0,152938014048256,110557540,543,543,0
0,0,0,132799,5,0,0,152938014048256,42605526,323,323,0
0,0,0,28857,28851,0,0,152938014048256,25528,2,2,1
0,0,0,68172,6081,0,0,152938014048256,634637,17,17,1
0,0,0,56247,54124,0,0,152938014048256,35443,3,3,0
0,0,0,3444,1,0,0,152938014048256,127492,3,3,1
0,0,0,99411,99405,0,0,152938014048256,25199,2,2,0

==> meta_rnha[0.2,ignore_obj_size].csv <==
last_access_rtime, last_access_vtime, create_rtime, clock_time, clock_time_between, compulsory_miss, first_seen, cache_size, obj_size, clock_freq, lifetime_freq, wasted
0,0,0,75105,75099,0,0,7008056,1,4,4,1
0,0,0,36032,13969,0,0,7008056,1,5,5,1
0,0,0,93031,1,0,0,7008056,1,225,225,0
